ensembl_gene_id	entrezgene_id	gene_biotype	external_gene_name	subsystem
ENSG00000135346	1081	protein_coding	CGA	NA
ENSG00000189052	93659	protein_coding	CGB5	NA
ENSG00000213030	94115	protein_coding	CGB8	NA
ENSG00000138135	9023	protein_coding	CH25H	Bile acid biosynthesis
ENSG00000070748	1103	protein_coding	CHAT	Glycerophospholipid metabolism
ENSG00000163528	131474	protein_coding	CHCHD4	NA
ENSG00000016391	55349	protein_coding	CHDH	Glycine, serine and threonine metabolism
ENSG00000134216	27159	protein_coding	CHIA	Amino sugar and nucleotide sugar metabolism
ENSG00000134216	27159	protein_coding	CHIA	Isolated
ENSG00000133063	1118	protein_coding	CHIT1	Amino sugar and nucleotide sugar metabolism
ENSG00000133063	1118	protein_coding	CHIT1	Isolated
ENSG00000110721	1119	protein_coding	CHKA	Glycerophospholipid metabolism
ENSG00000100288	1120	protein_coding	CHKB	Glycerophospholipid metabolism
ENSG00000123989	79586	protein_coding	CHPF	Chondroitin / heparan sulfate biosynthesis
ENSG00000033100	54480	protein_coding	CHPF2	Chondroitin / heparan sulfate biosynthesis
ENSG00000111666	56994	protein_coding	CHPT1	Ether lipid metabolism
ENSG00000111666	56994	protein_coding	CHPT1	Glycerophospholipid metabolism
ENSG00000133019	1131	protein_coding	CHRM3	NA
ENSG00000175264	8534	protein_coding	CHST1	Keratan sulfate biosynthesis
ENSG00000171310	50515	protein_coding	CHST11	Chondroitin / heparan sulfate biosynthesis
ENSG00000136213	55501	protein_coding	CHST12	Chondroitin / heparan sulfate biosynthesis
ENSG00000180767	166012	protein_coding	CHST13	Chondroitin / heparan sulfate biosynthesis
ENSG00000169105	113189	protein_coding	CHST14	Chondroitin / heparan sulfate biosynthesis
ENSG00000182022	51363	protein_coding	CHST15	Chondroitin / heparan sulfate biosynthesis
ENSG00000175040	9435	protein_coding	CHST2	Keratan sulfate biosynthesis
ENSG00000175040	9435	protein_coding	CHST2	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000175040	9435	protein_coding	CHST2	Serotonin and melatonin biosynthesis
ENSG00000122863	9469	protein_coding	CHST3	Chondroitin / heparan sulfate biosynthesis
ENSG00000122863	9469	protein_coding	CHST3	Keratan sulfate biosynthesis
ENSG00000135702	23563	protein_coding	CHST5	Keratan sulfate biosynthesis
ENSG00000135702	23563	protein_coding	CHST5	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000135702	23563	protein_coding	CHST5	Serotonin and melatonin biosynthesis
ENSG00000183196	4166	protein_coding	CHST6	Keratan sulfate biosynthesis
ENSG00000183196	4166	protein_coding	CHST6	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000183196	4166	protein_coding	CHST6	Serotonin and melatonin biosynthesis
ENSG00000147119	56548	protein_coding	CHST7	Chondroitin / heparan sulfate biosynthesis
ENSG00000147119	56548	protein_coding	CHST7	Keratan sulfate biosynthesis
ENSG00000147119	56548	protein_coding	CHST7	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000147119	56548	protein_coding	CHST7	Serotonin and melatonin biosynthesis
ENSG00000154080	83539	protein_coding	CHST9	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000154080	83539	protein_coding	CHST9	Serotonin and melatonin biosynthesis
ENSG00000131873	22856	protein_coding	CHSY1	Chondroitin / heparan sulfate biosynthesis
ENSG00000198108	337876	protein_coding	CHSY3	Chondroitin / heparan sulfate biosynthesis
ENSG00000166165	1152	protein_coding	CKB	Arginine and proline metabolism
ENSG00000166165	1152	protein_coding	CKB	Glycine, serine and threonine metabolism
ENSG00000104879	1158	protein_coding	CKM	Arginine and proline metabolism
ENSG00000104879	1158	protein_coding	CKM	Glycine, serine and threonine metabolism
ENSG00000223572	548596	protein_coding	CKMT1A	Arginine and proline metabolism
ENSG00000223572	548596	protein_coding	CKMT1A	Glycine, serine and threonine metabolism
ENSG00000237289	1159	protein_coding	CKMT1B	Arginine and proline metabolism
ENSG00000237289	1159	protein_coding	CKMT1B	Glycine, serine and threonine metabolism
ENSG00000131730	1160	protein_coding	CKMT2	Arginine and proline metabolism
ENSG00000131730	1160	protein_coding	CKMT2	Glycine, serine and threonine metabolism
ENSG00000074201	1207	protein_coding	CLNS1A	NA
ENSG00000134852	9575	protein_coding	CLOCK	Isolated
ENSG00000137392	1208	protein_coding	CLPS	Isolated
ENSG00000111726	55907	protein_coding	CMAS	Amino sugar and nucleotide sugar metabolism
ENSG00000162368	51727	protein_coding	CMPK1	Nucleotide metabolism
ENSG00000162368	51727	protein_coding	CMPK1	Pyrimidine metabolism
ENSG00000134326	129607	protein_coding	CMPK2	Nucleotide metabolism
ENSG00000150656	84735	protein_coding	CNDP1	Arginine and proline metabolism
ENSG00000150656	84735	protein_coding	CNDP1	beta-Alanine metabolism
ENSG00000133313	55748	protein_coding	CNDP2	Arginine and proline metabolism
ENSG00000133313	55748	protein_coding	CNDP2	beta-Alanine metabolism
ENSG00000182973	25904	protein_coding	CNOT10	NA
ENSG00000111596	4848	protein_coding	CNOT2	NA
ENSG00000273943	4849	protein_coding	CNOT3	NA
ENSG00000275979	4849	protein_coding	CNOT3	NA
ENSG00000274176	4849	protein_coding	CNOT3	NA
ENSG00000276082	4849	protein_coding	CNOT3	NA
ENSG00000274616	4849	protein_coding	CNOT3	NA
ENSG00000277615	4849	protein_coding	CNOT3	NA
ENSG00000277114	4849	protein_coding	CNOT3	NA
ENSG00000274941	4849	protein_coding	CNOT3	NA
ENSG00000277600	4849	protein_coding	CNOT3	NA
ENSG00000088038	4849	protein_coding	CNOT3	NA
ENSG00000080802	4850	protein_coding	CNOT4	Isolated
ENSG00000113300	57472	protein_coding	CNOT6	NA
ENSG00000198791	29883	protein_coding	CNOT7	NA
ENSG00000155508	9337	protein_coding	CNOT8	NA
ENSG00000068120	80347	protein_coding	COASY	Pantothenate and CoA biosynthesis
ENSG00000093010	1312	protein_coding	COMT	Estrogen metabolism
ENSG00000093010	1312	protein_coding	COMT	Isolated
ENSG00000093010	1312	protein_coding	COMT	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000093010	1312	protein_coding	COMT	Serotonin and melatonin biosynthesis
ENSG00000173085	27235	protein_coding	COQ2	Terpenoid backbone biosynthesis
ENSG00000006695	1352	protein_coding	COX10	Histidine metabolism
ENSG00000014919	1355	protein_coding	COX15	Oxidative phosphorylation
ENSG00000138495	10063	protein_coding	COX17	Oxidative phosphorylation
ENSG00000047457	1356	protein_coding	CP	Porphyrin metabolism
ENSG00000080819	1371	protein_coding	CPOX	Porphyrin metabolism
ENSG00000021826	1373	protein_coding	CPS1	Alanine, aspartate and glutamate metabolism
ENSG00000110090	1374	protein_coding	CPT1A	Carnitine shuttle (cytosolic)
ENSG00000110090	1374	protein_coding	CPT1A	Carnitine shuttle (endoplasmic reticular)
ENSG00000110090	1374	protein_coding	CPT1A	Carnitine shuttle (peroxisomal)
ENSG00000110090	1374	protein_coding	CPT1A	Transport, mitochondrial
ENSG00000110090	1374	protein_coding	CPT1A	Transport, nuclear
ENSG00000205560	1375	protein_coding	CPT1B	Carnitine shuttle (cytosolic)
ENSG00000205560	1375	protein_coding	CPT1B	Carnitine shuttle (endoplasmic reticular)
ENSG00000205560	1375	protein_coding	CPT1B	Carnitine shuttle (peroxisomal)
ENSG00000169169	126129	protein_coding	CPT1C	Carnitine shuttle (cytosolic)
ENSG00000169169	126129	protein_coding	CPT1C	Carnitine shuttle (endoplasmic reticular)
ENSG00000169169	126129	protein_coding	CPT1C	Carnitine shuttle (peroxisomal)
ENSG00000157184	1376	protein_coding	CPT2	Carnitine shuttle (mitochondrial)
ENSG00000157184	1376	protein_coding	CPT2	Transport, mitochondrial
ENSG00000157184	1376	protein_coding	CPT2	Transport, nuclear
ENSG00000095321	1384	protein_coding	CRAT	Carnitine shuttle (endoplasmic reticular)
ENSG00000095321	1384	protein_coding	CRAT	Carnitine shuttle (mitochondrial)
ENSG00000095321	1384	protein_coding	CRAT	Carnitine shuttle (peroxisomal)
ENSG00000005339	1387	protein_coding	CREBBP	Isolated
ENSG00000088766	54675	protein_coding	CRLS1	Glycerophospholipid metabolism
ENSG00000005469	54677	protein_coding	CROT	Carnitine shuttle (mitochondrial)
ENSG00000005469	54677	protein_coding	CROT	Carnitine shuttle (peroxisomal)
ENSG00000062485	1431	protein_coding	CS	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000139631	51380	protein_coding	CSAD	Bile acid biosynthesis
ENSG00000147408	55790	protein_coding	CSGALNACT1	Chondroitin / heparan sulfate biosynthesis
ENSG00000169826	55454	protein_coding	CSGALNACT2	Chondroitin / heparan sulfate biosynthesis
ENSG00000133275	1455	protein_coding	CSNK1G2	Isolated
ENSG00000133275	1455	protein_coding	CSNK1G2	Transport, endoplasmic reticular
ENSG00000173546	1464	protein_coding	CSPG4	NA
ENSG00000116761	1491	protein_coding	CTH	Cysteine and methionine metabolism
ENSG00000116761	1491	protein_coding	CTH	Other amino acid
ENSG00000168036	1499	protein_coding	CTNNB1	NA
ENSG00000171793	1503	protein_coding	CTPS1	Pyrimidine metabolism
ENSG00000047230	56474	protein_coding	CTPS2	Pyrimidine metabolism
ENSG00000064601	5476	protein_coding	CTSA	Chondroitin sulfate degradation
ENSG00000064601	5476	protein_coding	CTSA	Keratan sulfate degradation
ENSG00000064601	5476	protein_coding	CTSA	N-glycan metabolism
ENSG00000064601	5476	protein_coding	CTSA	Protein degradation
ENSG00000107611	8029	protein_coding	CUBN	Vitamin D metabolism
ENSG00000179091	1537	protein_coding	CYC1	Oxidative phosphorylation
ENSG00000180902	728294	protein_coding	D2HGDH	NA
ENSG00000129562	1603	protein_coding	DAD1	N-glycan metabolism
ENSG00000110887	1610	protein_coding	DAO	Arginine and proline metabolism
ENSG00000110887	1610	protein_coding	DAO	Glycine, serine and threonine metabolism
ENSG00000110887	1610	protein_coding	DAO	Other amino acid
ENSG00000123454	1621	protein_coding	DBH	Lysine metabolism
ENSG00000123454	1621	protein_coding	DBH	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000137992	1629	protein_coding	DBT	Valine, leucine, and isoleucine metabolism
ENSG00000156136	1633	protein_coding	DCK	Nucleotide metabolism
ENSG00000156136	1633	protein_coding	DCK	Purine metabolism
ENSG00000156136	1633	protein_coding	DCK	Pyrimidine metabolism
ENSG00000011465	1634	protein_coding	DCN	NA
ENSG00000272886	55802	protein_coding	DCP1A	NA
ENSG00000284850	196513	protein_coding	DCP1B	NA
ENSG00000151065	196513	protein_coding	DCP1B	NA
ENSG00000172795	167227	protein_coding	DCP2	NA
ENSG00000110063	28960	protein_coding	DCPS	NA
ENSG00000080166	1638	protein_coding	DCT	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000129187	1635	protein_coding	DCTD	Nucleotide metabolism
ENSG00000132437	1644	protein_coding	DDC	Histidine metabolism
ENSG00000132437	1644	protein_coding	DDC	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000132437	1644	protein_coding	DDC	Serotonin and melatonin biosynthesis
ENSG00000132437	1644	protein_coding	DDC	Tryptophan metabolism
ENSG00000132437	1644	protein_coding	DDC	Tyrosine metabolism
ENSG00000203797	8528	protein_coding	DDO	Alanine, aspartate and glutamate metabolism
ENSG00000244038	1650	protein_coding	DDOST	N-glycan metabolism
ENSG00000064703	11218	protein_coding	DDX20	Oxidative phosphorylation
ENSG00000110367	1656	protein_coding	DDX6	Oxidative phosphorylation
ENSG00000104325	1666	protein_coding	DECR1	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000104325	1666	protein_coding	DECR1	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
ENSG00000104325	1666	protein_coding	DECR1	Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
ENSG00000104325	1666	protein_coding	DECR1	Leukotriene metabolism
ENSG00000104325	1666	protein_coding	DECR1	Omega-6 fatty acid metabolism
ENSG00000104325	1666	protein_coding	DECR1	Vitamin E metabolism
ENSG00000143753	8560	protein_coding	DEGS1	Sphingolipid metabolism
ENSG00000168350	123099	protein_coding	DEGS2	Sphingolipid metabolism
ENSG00000285482	8694	protein_coding	DGAT1	NA
ENSG00000185000	8694	protein_coding	DGAT1	Acylglycerides metabolism
ENSG00000185000	8694	protein_coding	DGAT1	Retinol metabolism
ENSG00000185000	8694	protein_coding	DGAT1	Transport, nuclear
ENSG00000062282	84649	protein_coding	DGAT2	Acylglycerides metabolism
ENSG00000062282	84649	protein_coding	DGAT2	Retinol metabolism
ENSG00000065357	1606	protein_coding	DGKA	Acylglycerides metabolism
ENSG00000136267	1607	protein_coding	DGKB	Acylglycerides metabolism
ENSG00000280873	8527	protein_coding	DGKD	NA
ENSG00000077044	8527	protein_coding	DGKD	Acylglycerides metabolism
ENSG00000153933	8526	protein_coding	DGKE	Acylglycerides metabolism
ENSG00000058866	1608	protein_coding	DGKG	Acylglycerides metabolism
ENSG00000102780	160851	protein_coding	DGKH	Acylglycerides metabolism
ENSG00000157680	9162	protein_coding	DGKI	Acylglycerides metabolism
ENSG00000145214	1609	protein_coding	DGKQ	Acylglycerides metabolism
ENSG00000149091	8525	protein_coding	DGKZ	Acylglycerides metabolism
ENSG00000114956	1716	protein_coding	DGUOK	Nucleotide metabolism
ENSG00000114956	1716	protein_coding	DGUOK	Purine metabolism
ENSG00000116133	1718	protein_coding	DHCR24	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000116133	1718	protein_coding	DHCR24	Cholesterol biosynthesis 2
ENSG00000116133	1718	protein_coding	DHCR24	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)
ENSG00000116133	1718	protein_coding	DHCR24	Cholesterol metabolism
ENSG00000116133	1718	protein_coding	DHCR24	Propanoate metabolism
ENSG00000172893	1717	protein_coding	DHCR7	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000172893	1717	protein_coding	DHCR7	Cholesterol biosynthesis 2
ENSG00000104808	27294	protein_coding	DHDH	Metabolism of xenobiotics by cytochrome P450
ENSG00000104808	27294	protein_coding	DHDH	Pentose and glucuronate interconversions
ENSG00000228716	1719	protein_coding	DHFR	Folate metabolism
ENSG00000102967	1723	protein_coding	DHODH	Pyrimidine metabolism
ENSG00000095059	1725	protein_coding	DHPS	Arginine and proline metabolism
ENSG00000162496	9249	protein_coding	DHRS3	Retinol metabolism
ENSG00000284807	10901	protein_coding	DHRS4	NA
ENSG00000157326	10901	protein_coding	DHRS4	Arachidonic acid metabolism
ENSG00000157326	10901	protein_coding	DHRS4	Leukotriene metabolism
ENSG00000157326	10901	protein_coding	DHRS4	Omega-3 fatty acid metabolism
ENSG00000157326	10901	protein_coding	DHRS4	prostaglandin biosynthesis
ENSG00000187630	317749	protein_coding	DHRS4L2	Retinol metabolism
ENSG00000073737	10170	protein_coding	DHRS9	Retinol metabolism
ENSG00000211452	1733	protein_coding	DIO1	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000211448	1734	protein_coding	DIO2	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000197406	1735	protein_coding	DIO3	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000083520	22894	protein_coding	DIS3	NA
ENSG00000150768	1737	protein_coding	DLAT	Glycolysis / Gluconeogenesis
ENSG00000091140	1738	protein_coding	DLD	Cysteine and methionine metabolism
ENSG00000091140	1738	protein_coding	DLD	Folate metabolism
ENSG00000091140	1738	protein_coding	DLD	Glycine, serine and threonine metabolism
ENSG00000091140	1738	protein_coding	DLD	Glycolysis / Gluconeogenesis
ENSG00000091140	1738	protein_coding	DLD	Lipoic acid metabolism
ENSG00000091140	1738	protein_coding	DLD	Lysine metabolism
ENSG00000091140	1738	protein_coding	DLD	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000119689	1743	protein_coding	DLST	Lysine metabolism
ENSG00000119689	1743	protein_coding	DLST	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000132837	29958	protein_coding	DMGDH	Glycine, serine and threonine metabolism
ENSG00000132837	29958	protein_coding	DMGDH	Sulfur metabolism
ENSG00000205981	131118	protein_coding	DNAJC19	NA
ENSG00000130816	1786	protein_coding	DNMT1	Cysteine and methionine metabolism
ENSG00000130816	1786	protein_coding	DNMT1	Other amino acid
ENSG00000119772	1788	protein_coding	DNMT3A	Cysteine and methionine metabolism
ENSG00000119772	1788	protein_coding	DNMT3A	Other amino acid
ENSG00000088305	1789	protein_coding	DNMT3B	Cysteine and methionine metabolism
ENSG00000088305	1789	protein_coding	DNMT3B	Other amino acid
ENSG00000142182	29947	protein_coding	DNMT3L	Cysteine and methionine metabolism
ENSG00000142182	29947	protein_coding	DNMT3L	Other amino acid
ENSG00000129932	83475	protein_coding	DOHH	NA
ENSG00000175283	22845	protein_coding	DOLK	N-glycan metabolism
ENSG00000167130	57171	protein_coding	DOLPP1	N-glycan metabolism
ENSG00000172269	1798	protein_coding	DPAGT1	N-glycan metabolism
ENSG00000000419	8813	protein_coding	DPM1	N-glycan metabolism
ENSG00000136908	8818	protein_coding	DPM2	N-glycan metabolism
ENSG00000179085	54344	protein_coding	DPM3	N-glycan metabolism
ENSG00000197635	1803	protein_coding	DPP4	NA
ENSG00000188641	1806	protein_coding	DPYD	Pyrimidine metabolism
ENSG00000147647	1807	protein_coding	DPYS	Pyrimidine metabolism
ENSG00000111817	29940	protein_coding	DSE	Chondroitin / heparan sulfate biosynthesis
ENSG00000168393	1841	protein_coding	DTYMK	Nucleotide metabolism
ENSG00000168393	1841	protein_coding	DTYMK	Pyrimidine metabolism
ENSG00000128951	1854	protein_coding	DUT	Nucleotide metabolism
ENSG00000128951	1854	protein_coding	DUT	Pyrimidine metabolism
ENSG00000103356	124454	protein_coding	EARS2	Aminoacyl-tRNA biosynthesis
ENSG00000103356	124454	protein_coding	EARS2	Oxidative phosphorylation
ENSG00000147155	10682	protein_coding	EBP	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000147155	10682	protein_coding	EBP	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)
ENSG00000127884	1892	protein_coding	ECHS1	Arachidonic acid metabolism
ENSG00000127884	1892	protein_coding	ECHS1	beta-Alanine metabolism
ENSG00000127884	1892	protein_coding	ECHS1	Beta oxidation of branched-chain fatty acids (mitochondrial)
ENSG00000127884	1892	protein_coding	ECHS1	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000127884	1892	protein_coding	ECHS1	Beta oxidation of even-chain fatty acids (mitochondrial)
ENSG00000127884	1892	protein_coding	ECHS1	Beta oxidation of odd-chain fatty acids (mitochondrial)
ENSG00000127884	1892	protein_coding	ECHS1	Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
ENSG00000127884	1892	protein_coding	ECHS1	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000127884	1892	protein_coding	ECHS1	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
ENSG00000127884	1892	protein_coding	ECHS1	Leukotriene metabolism
ENSG00000127884	1892	protein_coding	ECHS1	Omega-6 fatty acid metabolism
ENSG00000127884	1892	protein_coding	ECHS1	Tryptophan metabolism
ENSG00000127884	1892	protein_coding	ECHS1	Valine, leucine, and isoleucine metabolism
ENSG00000127884	1892	protein_coding	ECHS1	Vitamin E metabolism
ENSG00000167969	1632	protein_coding	ECI1	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000167969	1632	protein_coding	ECI1	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
ENSG00000167969	1632	protein_coding	ECI1	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000167969	1632	protein_coding	ECI1	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
ENSG00000167969	1632	protein_coding	ECI1	Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)
ENSG00000167969	1632	protein_coding	ECI1	Leukotriene metabolism
ENSG00000167969	1632	protein_coding	ECI1	Omega-6 fatty acid metabolism
ENSG00000167969	1632	protein_coding	ECI1	Vitamin E metabolism
ENSG00000198721	10455	protein_coding	ECI2	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
ENSG00000198721	10455	protein_coding	ECI2	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
ENSG00000198721	10455	protein_coding	ECI2	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000198721	10455	protein_coding	ECI2	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
ENSG00000198721	10455	protein_coding	ECI2	Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)
ENSG00000198721	10455	protein_coding	ECI2	Leukotriene metabolism
ENSG00000198721	10455	protein_coding	ECI2	Omega-6 fatty acid metabolism
ENSG00000198721	10455	protein_coding	ECI2	Vitamin E metabolism
ENSG00000179151	80153	protein_coding	EDC3	NA
ENSG00000038358	23644	protein_coding	EDC4	NA
ENSG00000134109	9695	protein_coding	EDEM1	NA
ENSG00000088298	111089941	protein_coding	EDEM2	NA
ENSG00000088298	55741	protein_coding	EDEM2	NA
ENSG00000116406	80267	protein_coding	EDEM3	NA
ENSG00000156508	1915	protein_coding	EEF1A1	Nucleotide metabolism
ENSG00000283391	1933	protein_coding	EEF1B2	NA
ENSG00000114942	1933	protein_coding	EEF1B2	NA
ENSG00000273594	1936	protein_coding	EEF1D	NA
ENSG00000104529	1936	protein_coding	EEF1D	NA
ENSG00000254772	1937	protein_coding	EEF1G	NA
ENSG00000167658	1938	protein_coding	EEF2	Nucleotide metabolism
ENSG00000113790	1962	protein_coding	EHHADH	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
ENSG00000113790	1962	protein_coding	EHHADH	Beta oxidation of even-chain fatty acids (peroxisomal)
ENSG00000113790	1962	protein_coding	EHHADH	Beta oxidation of phytanic acid (peroxisomal)
ENSG00000113790	1962	protein_coding	EHHADH	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
ENSG00000113790	1962	protein_coding	EHHADH	Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)
ENSG00000113790	1962	protein_coding	EHHADH	Bile acid biosynthesis
ENSG00000113790	1962	protein_coding	EHHADH	Isolated
ENSG00000113790	1962	protein_coding	EHHADH	Leukotriene metabolism
ENSG00000113790	1962	protein_coding	EHHADH	Omega-3 fatty acid metabolism
ENSG00000113790	1962	protein_coding	EHHADH	Omega-6 fatty acid metabolism
ENSG00000113790	1962	protein_coding	EHHADH	Transport, nuclear
ENSG00000173674	1964	protein_coding	EIF1AX	NA
ENSG00000111361	1967	protein_coding	EIF2B1	NA
ENSG00000115211	8890	protein_coding	EIF2B4	NA
ENSG00000134001	1965	protein_coding	EIF2S1	NA
ENSG00000130741	1968	protein_coding	EIF2S3	NA
ENSG00000107581	8661	protein_coding	EIF3A	NA
ENSG00000104408	3646	protein_coding	EIF3E	NA
ENSG00000282986	27335	protein_coding	EIF3K	NA
ENSG00000178982	27335	protein_coding	EIF3K	NA
ENSG00000161960	1973	protein_coding	EIF4A1	NA
ENSG00000156976	1974	protein_coding	EIF4A2	Oxidative phosphorylation
ENSG00000141543	9775	protein_coding	EIF4A3	Oxidative phosphorylation
ENSG00000063046	1975	protein_coding	EIF4B	NA
ENSG00000151247	1977	protein_coding	EIF4E	NA
ENSG00000187840	1978	protein_coding	EIF4EBP1	NA
ENSG00000114867	1981	protein_coding	EIF4G1	NA
ENSG00000106682	7458	protein_coding	EIF4H	NA
ENSG00000100664	1983	protein_coding	EIF5	NA
ENSG00000288145	1984	protein_coding	EIF5A	NA
ENSG00000132507	1984	protein_coding	EIF5A	NA
ENSG00000163577	56648	protein_coding	EIF5A2	NA
ENSG00000158417	9669	protein_coding	EIF5B	NA
ENSG00000066044	1994	protein_coding	ELAVL1	NA
ENSG00000066322	64834	protein_coding	ELOVL1	Fatty acid biosynthesis (unsaturated)
ENSG00000066322	64834	protein_coding	ELOVL1	Fatty acid elongation (even-chain)
ENSG00000066322	64834	protein_coding	ELOVL1	Fatty acid elongation (odd-chain)
ENSG00000066322	64834	protein_coding	ELOVL1	Histidine metabolism
ENSG00000066322	64834	protein_coding	ELOVL1	Omega-3 fatty acid metabolism
ENSG00000066322	64834	protein_coding	ELOVL1	Omega-6 fatty acid metabolism
ENSG00000197977	54898	protein_coding	ELOVL2	Fatty acid biosynthesis (unsaturated)
ENSG00000197977	54898	protein_coding	ELOVL2	Fatty acid elongation (even-chain)
ENSG00000197977	54898	protein_coding	ELOVL2	Fatty acid elongation (odd-chain)
ENSG00000197977	54898	protein_coding	ELOVL2	Histidine metabolism
ENSG00000197977	54898	protein_coding	ELOVL2	Omega-3 fatty acid metabolism
ENSG00000197977	54898	protein_coding	ELOVL2	Omega-6 fatty acid metabolism
ENSG00000197977	54898	protein_coding	ELOVL2	Transport, mitochondrial
ENSG00000119915	83401	protein_coding	ELOVL3	Fatty acid biosynthesis (unsaturated)
ENSG00000119915	83401	protein_coding	ELOVL3	Fatty acid elongation (even-chain)
ENSG00000119915	83401	protein_coding	ELOVL3	Fatty acid elongation (odd-chain)
ENSG00000119915	83401	protein_coding	ELOVL3	Histidine metabolism
ENSG00000119915	83401	protein_coding	ELOVL3	Omega-3 fatty acid metabolism
ENSG00000119915	83401	protein_coding	ELOVL3	Omega-6 fatty acid metabolism
ENSG00000118402	6785	protein_coding	ELOVL4	Fatty acid biosynthesis (unsaturated)
ENSG00000118402	6785	protein_coding	ELOVL4	Fatty acid elongation (even-chain)
ENSG00000118402	6785	protein_coding	ELOVL4	Fatty acid elongation (odd-chain)
ENSG00000118402	6785	protein_coding	ELOVL4	Histidine metabolism
ENSG00000118402	6785	protein_coding	ELOVL4	Omega-3 fatty acid metabolism
ENSG00000118402	6785	protein_coding	ELOVL4	Omega-6 fatty acid metabolism
ENSG00000012660	60481	protein_coding	ELOVL5	Fatty acid biosynthesis (unsaturated)
ENSG00000012660	60481	protein_coding	ELOVL5	Fatty acid elongation (even-chain)
ENSG00000012660	60481	protein_coding	ELOVL5	Fatty acid elongation (odd-chain)
ENSG00000012660	60481	protein_coding	ELOVL5	Histidine metabolism
ENSG00000012660	60481	protein_coding	ELOVL5	Omega-3 fatty acid metabolism
ENSG00000012660	60481	protein_coding	ELOVL5	Omega-6 fatty acid metabolism
ENSG00000012660	60481	protein_coding	ELOVL5	Transport, mitochondrial
ENSG00000170522	79071	protein_coding	ELOVL6	Fatty acid biosynthesis (unsaturated)
ENSG00000170522	79071	protein_coding	ELOVL6	Fatty acid elongation (even-chain)
ENSG00000170522	79071	protein_coding	ELOVL6	Fatty acid elongation (odd-chain)
ENSG00000170522	79071	protein_coding	ELOVL6	Histidine metabolism
ENSG00000170522	79071	protein_coding	ELOVL6	Omega-3 fatty acid metabolism
ENSG00000170522	79071	protein_coding	ELOVL6	Omega-6 fatty acid metabolism
ENSG00000170522	79071	protein_coding	ELOVL6	Transport, mitochondrial
ENSG00000164181	79993	protein_coding	ELOVL7	Fatty acid biosynthesis (unsaturated)
ENSG00000164181	79993	protein_coding	ELOVL7	Fatty acid elongation (even-chain)
ENSG00000164181	79993	protein_coding	ELOVL7	Fatty acid elongation (odd-chain)
ENSG00000164181	79993	protein_coding	ELOVL7	Histidine metabolism
ENSG00000164181	79993	protein_coding	ELOVL7	Omega-3 fatty acid metabolism
ENSG00000164181	79993	protein_coding	ELOVL7	Omega-6 fatty acid metabolism
ENSG00000074800	2023	protein_coding	ENO1	Glycolysis / Gluconeogenesis
ENSG00000111674	2026	protein_coding	ENO2	Glycolysis / Gluconeogenesis
ENSG00000108515	2027	protein_coding	ENO3	Glycolysis / Gluconeogenesis
